item	itemLabel
http://www.wikidata.org/entity/Q16371719	Nigar Sultanova
http://www.wikidata.org/entity/Q16371773	Nisbət Mehdiyeva
http://www.wikidata.org/entity/Q16302615	Neusa Taroda Ranga
http://www.wikidata.org/entity/Q16325327	Juliette Leloup
http://www.wikidata.org/entity/Q16334945	Albertyna Szczudłowska-Dembska
http://www.wikidata.org/entity/Q16334953	Maria Śmiełowska
http://www.wikidata.org/entity/Q16364234	Adilə Abbasova
http://www.wikidata.org/entity/Q16364880	Aynur Bəşirli
http://www.wikidata.org/entity/Q16364894	Aynur Kərimova
http://www.wikidata.org/entity/Q16365584	Bilqeyis Məmmədova
http://www.wikidata.org/entity/Q16334737	Alicja Borowska
http://www.wikidata.org/entity/Q16302531	Ana de Skalon
http://www.wikidata.org/entity/Q16302608	Karla Vega-Flores
http://www.wikidata.org/entity/Q16323918	Krystyna Nazar
http://www.wikidata.org/entity/Q16331916	Virginia Tsouderos
http://www.wikidata.org/entity/Q16332162	Evgenia Periori
http://www.wikidata.org/entity/Q16336808	Aspásia Camargo
http://www.wikidata.org/entity/Q16363453	Gabriella Toma
http://www.wikidata.org/entity/Q16364940	Aytən Mustafayeva
http://www.wikidata.org/entity/Q16366471	Dilarə Məmmədəliyeva
http://www.wikidata.org/entity/Q16366831	Elnarə Ələkbərova
http://www.wikidata.org/entity/Q16302562	Victoria Sosa
http://www.wikidata.org/entity/Q16302740	Uiara Catharina Soares e Silva
http://www.wikidata.org/entity/Q16325986	Brigitte Eierle
http://www.wikidata.org/entity/Q16358134	Inguna Daukste-Silasproģe
http://www.wikidata.org/entity/Q16368935	Həcər Nəsrullayeva
http://www.wikidata.org/entity/Q16369383	Könül Talıbova
http://www.wikidata.org/entity/Q16369551	Lalə Mövsümova
http://www.wikidata.org/entity/Q16371958	Nüşabə Hüseynova
http://www.wikidata.org/entity/Q16328738	Venetia Kotta
http://www.wikidata.org/entity/Q16334607	Silke Hüsing
http://www.wikidata.org/entity/Q16334858	Felicja Meisel-Mikołajczyk
http://www.wikidata.org/entity/Q16334868	Danuta Przeworska-Rolewicz
http://www.wikidata.org/entity/Q16335479	Güzäl Möxämmätcanova
http://www.wikidata.org/entity/Q16335862	Margit Slimáková
http://www.wikidata.org/entity/Q16341035	Nadine Baudot Trajtenberg
http://www.wikidata.org/entity/Q16352368	Baiba Rivža
http://www.wikidata.org/entity/Q16362751	Ludmila Pestova
http://www.wikidata.org/entity/Q16368193	Gülnaz Abdullazadə
http://www.wikidata.org/entity/Q16369735	Mahirə Əliyeva
http://www.wikidata.org/entity/Q16369946	Tea Tsetskhladze
http://www.wikidata.org/entity/Q16334873	Barbara Marciniec
http://www.wikidata.org/entity/Q16334983	Małgorzata Wróblewska
http://www.wikidata.org/entity/Q16341549	Pnina Motzafi-Haller
http://www.wikidata.org/entity/Q16351936	Sanita Bajāre
http://www.wikidata.org/entity/Q16366891	Elvira Latifova
http://www.wikidata.org/entity/Q16367895	Fəridə Hicran
http://www.wikidata.org/entity/Q16369311	Kifayət Gözəlova
http://www.wikidata.org/entity/Q16369538	Lalə Allahverdiyeva
http://www.wikidata.org/entity/Q16302542	Genise Vieira Somner
http://www.wikidata.org/entity/Q16333950	Marina Dan
http://www.wikidata.org/entity/Q16334749	Aleksandra Cofta-Broniewska
http://www.wikidata.org/entity/Q16350427	Aina Blinkena
http://www.wikidata.org/entity/Q16355185	Valentīna Skujiņa
http://www.wikidata.org/entity/Q16335545	Raisa Shtreys
http://www.wikidata.org/entity/Q16369695	Soia Rukhadze
http://www.wikidata.org/entity/Q16335398	K. A. Voĭlova
http://www.wikidata.org/entity/Q16335502	G. I︠A︡. Rakitskai︠a︡
http://www.wikidata.org/entity/Q16335658	Ada Aleksandrovna Polyakova,
http://www.wikidata.org/entity/Q16374293	Q16374293
http://www.wikidata.org/entity/Q16374374	Q16374374
http://www.wikidata.org/entity/Q16374376	Q16374376
http://www.wikidata.org/entity/Q16403222	Q16403222
http://www.wikidata.org/entity/Q16403315	Q16403315
http://www.wikidata.org/entity/Q16403372	Q16403372
http://www.wikidata.org/entity/Q16403397	Q16403397
http://www.wikidata.org/entity/Q16403519	Q16403519
http://www.wikidata.org/entity/Q16403566	Q16403566
http://www.wikidata.org/entity/Q16403650	Q16403650
http://www.wikidata.org/entity/Q16403713	Q16403713
http://www.wikidata.org/entity/Q16403770	Q16403770
http://www.wikidata.org/entity/Q16403925	Q16403925
http://www.wikidata.org/entity/Q16404010	Q16404010
http://www.wikidata.org/entity/Q16404061	Q16404061
http://www.wikidata.org/entity/Q16404192	Q16404192
http://www.wikidata.org/entity/Q16404319	Q16404319
http://www.wikidata.org/entity/Q16404362	Q16404362
http://www.wikidata.org/entity/Q16404483	Q16404483
http://www.wikidata.org/entity/Q16404527	Q16404527
http://www.wikidata.org/entity/Q16404625	Q16404625
http://www.wikidata.org/entity/Q16404768	Q16404768
http://www.wikidata.org/entity/Q16404785	Q16404785
http://www.wikidata.org/entity/Q16404825	Q16404825
http://www.wikidata.org/entity/Q16404829	Q16404829
http://www.wikidata.org/entity/Q16404905	Q16404905
http://www.wikidata.org/entity/Q16374870	Tamara Axundova
http://www.wikidata.org/entity/Q16404794	Johanna Sild-Rebane
http://www.wikidata.org/entity/Q16372376	Püstə Məlikaslanova
http://www.wikidata.org/entity/Q16403004	Tiiu Keskpaik
http://www.wikidata.org/entity/Q16403431	Krista Piirimäe
http://www.wikidata.org/entity/Q16372410	Pərvin Məmmədova
http://www.wikidata.org/entity/Q16374078	Sevda Qurbanəliyeva
http://www.wikidata.org/entity/Q16374109	Sevinc Rzayeva
http://www.wikidata.org/entity/Q16374485	Sabina Tarverdiyeva
http://www.wikidata.org/entity/Q16374593	Rusudan Nikoladze
http://www.wikidata.org/entity/Q16403072	Karin Mark
http://www.wikidata.org/entity/Q16403128	Heli Martin
http://www.wikidata.org/entity/Q16403197	Hella Kink
http://www.wikidata.org/entity/Q16403841	Anu Aluoja
http://www.wikidata.org/entity/Q16404221	Maie Kreegipuu
http://www.wikidata.org/entity/Q16404470	Aime Punga
http://www.wikidata.org/entity/Q16404659	Elga Mark-Kurik
http://www.wikidata.org/entity/Q16404954	Tatjana Põlajeva
http://www.wikidata.org/entity/Q16376971	Zərifə Cəbrayılova
http://www.wikidata.org/entity/Q16373886	Sahibə Qafarova
http://www.wikidata.org/entity/Q16377867	İzabella Abezqauz
http://www.wikidata.org/entity/Q16380875	Emma Karapetyan
http://www.wikidata.org/entity/Q16399711	Sousanna Khachatryan
http://www.wikidata.org/entity/Q16403007	Anna Marie Aagaard
http://www.wikidata.org/entity/Q16403285	Aino-Koidula Pihl
http://www.wikidata.org/entity/Q16403549	Aino Käärik
http://www.wikidata.org/entity/Q16404413	Monika Pullerits
http://www.wikidata.org/entity/Q16371969	Nüşabə Əlizadə
http://www.wikidata.org/entity/Q16373600	Rəna Mirzəzadə
http://www.wikidata.org/entity/Q16374100	Sevinc Musayeva
http://www.wikidata.org/entity/Q16376101	Xuraman Ağayeva
http://www.wikidata.org/entity/Q16403718	Mare Koit
http://www.wikidata.org/entity/Q16403976	Irina Anniko
http://www.wikidata.org/entity/Q16404243	Marika Mänd
http://www.wikidata.org/entity/Q16404415	Aile Möldre
http://www.wikidata.org/entity/Q16378230	Şəfəqət Mahmudova
http://www.wikidata.org/entity/Q16371964	Nüşabə Sadıxlı
http://www.wikidata.org/entity/Q16373513	Rəfiqə Əzimova
http://www.wikidata.org/entity/Q16373988	Samirə Mir-Bağırzadə
http://www.wikidata.org/entity/Q16376018	Xatirə Hüseynova
http://www.wikidata.org/entity/Q16376920	Zümrüd Yağmur
http://www.wikidata.org/entity/Q16378224	Şəfiqə İsmayılzadə
http://www.wikidata.org/entity/Q16403640	Zinaida Albrecht
http://www.wikidata.org/entity/Q16404747	Evi Pärnits
http://www.wikidata.org/entity/Q16404945	Kaia Sisask
http://www.wikidata.org/entity/Q16372753	Qəmər Adıgözəlova
http://www.wikidata.org/entity/Q16373902	Salatın Əhmədli
http://www.wikidata.org/entity/Q16374005	Sara xanım Vazirova
http://www.wikidata.org/entity/Q16374789	Səyyarə Mollazadə
http://www.wikidata.org/entity/Q16376911	Zümrüd Axundova
http://www.wikidata.org/entity/Q16377550	İnnara Tarzumanova
http://www.wikidata.org/entity/Q16402994	Helmi Betlem
http://www.wikidata.org/entity/Q16403412	Pille Saar
http://www.wikidata.org/entity/Q16404309	Ruta Arumäe
http://www.wikidata.org/entity/Q16372053	Mari Bekauri
http://www.wikidata.org/entity/Q16374584	Səhər Orucova
http://www.wikidata.org/entity/Q16377637	İrene Melikoff
http://www.wikidata.org/entity/Q16402172	Olga Kalantarova
http://www.wikidata.org/entity/Q16403251	Kaia Philips
http://www.wikidata.org/entity/Q16403800	Angela Ploomi
http://www.wikidata.org/entity/Q16404345	Hiie Asser
http://www.wikidata.org/entity/Q16404639	Annely Kuningas
http://www.wikidata.org/entity/Q16404653	Ülle Pärl
http://www.wikidata.org/entity/Q16404717	Pille Gerhold
http://www.wikidata.org/entity/Q16403617	Liidia Pintmann
http://www.wikidata.org/entity/Q16403442	Irja Piirma
http://www.wikidata.org/entity/Q16404438	Helle Pullmann
http://www.wikidata.org/entity/Q16404561	Tatjana Nahtman
http://www.wikidata.org/entity/Q16404576	Irene Kull
http://www.wikidata.org/entity/Q16404540	Elle Puurmann
http://www.wikidata.org/entity/Q16375473	Valide Tutayuq
http://www.wikidata.org/entity/Q16404991	Q16404991
http://www.wikidata.org/entity/Q16404997	Q16404997
http://www.wikidata.org/entity/Q16405022	Q16405022
http://www.wikidata.org/entity/Q16405225	Q16405225
http://www.wikidata.org/entity/Q16405316	Q16405316
http://www.wikidata.org/entity/Q16405355	Q16405355
http://www.wikidata.org/entity/Q16405447	Q16405447
http://www.wikidata.org/entity/Q16405529	Q16405529
http://www.wikidata.org/entity/Q16405648	Q16405648
http://www.wikidata.org/entity/Q16405672	Q16405672
http://www.wikidata.org/entity/Q16405695	Q16405695
http://www.wikidata.org/entity/Q16405818	Q16405818
http://www.wikidata.org/entity/Q16406007	Q16406007
http://www.wikidata.org/entity/Q16406143	Q16406143
http://www.wikidata.org/entity/Q16406154	Q16406154
http://www.wikidata.org/entity/Q16406250	Q16406250
http://www.wikidata.org/entity/Q16406262	Q16406262
http://www.wikidata.org/entity/Q16406280	Q16406280
http://www.wikidata.org/entity/Q16406309	Q16406309
http://www.wikidata.org/entity/Q16406347	Q16406347
http://www.wikidata.org/entity/Q16406360	Q16406360
http://www.wikidata.org/entity/Q16406397	Q16406397
http://www.wikidata.org/entity/Q16406435	Q16406435
http://www.wikidata.org/entity/Q16406513	Q16406513
http://www.wikidata.org/entity/Q16406753	Q16406753
http://www.wikidata.org/entity/Q16406779	Q16406779
http://www.wikidata.org/entity/Q16406820	Q16406820
http://www.wikidata.org/entity/Q16406969	Q16406969
http://www.wikidata.org/entity/Q16406992	Q16406992
http://www.wikidata.org/entity/Q16407011	Q16407011
http://www.wikidata.org/entity/Q16407040	Q16407040
http://www.wikidata.org/entity/Q16407121	Q16407121
http://www.wikidata.org/entity/Q16407149	Q16407149
http://www.wikidata.org/entity/Q16407228	Q16407228
http://www.wikidata.org/entity/Q16407269	Q16407269
http://www.wikidata.org/entity/Q16407315	Q16407315
http://www.wikidata.org/entity/Q16404988	Eugenia Gurin-Loov
http://www.wikidata.org/entity/Q16405034	Juta Põldme
http://www.wikidata.org/entity/Q16406494	Suliko Liiv
http://www.wikidata.org/entity/Q16406655	Kaia Palm
http://www.wikidata.org/entity/Q16407350	Alma Johanna Ruubel
http://www.wikidata.org/entity/Q16407487	Katrin Mandel
http://www.wikidata.org/entity/Q16405100	Lee Põllumaa
http://www.wikidata.org/entity/Q16405950	Hilja Raudoja
http://www.wikidata.org/entity/Q16406195	Mare Rebane
http://www.wikidata.org/entity/Q16406346	Maere Reidla
http://www.wikidata.org/entity/Q16407340	Triin Kahre
http://www.wikidata.org/entity/Q16405151	Ingrid Kõrvits
http://www.wikidata.org/entity/Q16405411	Jelena Hartšenko
http://www.wikidata.org/entity/Q16405551	Anne Kahru
http://www.wikidata.org/entity/Q16405761	Elve Ojavere
http://www.wikidata.org/entity/Q16406814	Ilmi Parmasto
http://www.wikidata.org/entity/Q16407599	Ester Lepa
http://www.wikidata.org/entity/Q16405895	Hiie Hinrikus
http://www.wikidata.org/entity/Q16406363	Tiiu Levald
http://www.wikidata.org/entity/Q16406859	Viia Parts
http://www.wikidata.org/entity/Q16407191	Irja Lutsar
http://www.wikidata.org/entity/Q16406552	Mari Ivask
http://www.wikidata.org/entity/Q16404959	Leili Järva
http://www.wikidata.org/entity/Q16405183	Vilve Nummert
http://www.wikidata.org/entity/Q16405751	Evi Rannap
http://www.wikidata.org/entity/Q16405665	Ursel Oja
http://www.wikidata.org/entity/Q16405885	Tea Oll
http://www.wikidata.org/entity/Q16406319	Katrin Paadam
http://www.wikidata.org/entity/Q16406420	Helene Liidemaa
http://www.wikidata.org/entity/Q16407830	Anu Narusk
http://www.wikidata.org/entity/Q16404966	Helmi Põld
http://www.wikidata.org/entity/Q16406122	Ivika Ostonen-Märtin
http://www.wikidata.org/entity/Q16406133	Karin Rava
http://www.wikidata.org/entity/Q16406487	Stella Pahapill
http://www.wikidata.org/entity/Q16406840	Eve Parts
http://www.wikidata.org/entity/Q16407117	Tiina Peil
http://www.wikidata.org/entity/Q16407236	Hiie Lätte
http://www.wikidata.org/entity/Q16405391	Anne Laantee
http://www.wikidata.org/entity/Q16405823	Mare Taagepera
http://www.wikidata.org/entity/Q16406003	Ivi Orav
http://www.wikidata.org/entity/Q16406080	Leelo Talvik
http://www.wikidata.org/entity/Q16406173	Inna Rebane
http://www.wikidata.org/entity/Q16406543	Angela Ivask
http://www.wikidata.org/entity/Q16406413	Maret Kask
http://www.wikidata.org/entity/Q16406446	Kaarina Rein
http://www.wikidata.org/entity/Q16406971	Maili Roio
http://www.wikidata.org/entity/Q16407010	Ivi Tivik
http://www.wikidata.org/entity/Q16407106	Elisabeth-Karin Peikel
http://www.wikidata.org/entity/Q16407261	Endla Lõhkivi
http://www.wikidata.org/entity/Q16406065	Tiina Talvi
http://www.wikidata.org/entity/Q16406100	Tamara Habicht
http://www.wikidata.org/entity/Q16406646	Aliide Remmel
http://www.wikidata.org/entity/Q16406756	Kaie Pappel
http://www.wikidata.org/entity/Q16406871	Merike Ristikivi
http://www.wikidata.org/entity/Q16407533	Lehte Aava
http://www.wikidata.org/entity/Q16407589	Elli Lellep
http://www.wikidata.org/entity/Q16405813	A. Süvalepp
http://www.wikidata.org/entity/Q16407408	Taimi Tulva
http://www.wikidata.org/entity/Q16406338	T. V. Paalʹ
http://www.wikidata.org/entity/Q16406804	Virve Lippus
http://www.wikidata.org/entity/Q16407312	Tiiu Trei
http://www.wikidata.org/entity/Q16407828	Q16407828
http://www.wikidata.org/entity/Q16408001	Q16408001
http://www.wikidata.org/entity/Q16408039	Q16408039
http://www.wikidata.org/entity/Q16408053	Q16408053
http://www.wikidata.org/entity/Q16408181	Q16408181
http://www.wikidata.org/entity/Q16408214	Q16408214
http://www.wikidata.org/entity/Q16408269	Q16408269
http://www.wikidata.org/entity/Q16413862	Q16413862
http://www.wikidata.org/entity/Q16426692	Q16426692
http://www.wikidata.org/entity/Q16431876	Q16431876
http://www.wikidata.org/entity/Q16432110	Q16432110
http://www.wikidata.org/entity/Q16433897	Q16433897
http://www.wikidata.org/entity/Q16435415	Q16435415
http://www.wikidata.org/entity/Q16435637	Q16435637
http://www.wikidata.org/entity/Q16435670	Q16435670
http://www.wikidata.org/entity/Q16435726	Q16435726
http://www.wikidata.org/entity/Q16436055	Q16436055
http://www.wikidata.org/entity/Q16436106	Q16436106
http://www.wikidata.org/entity/Q16437274	Q16437274
http://www.wikidata.org/entity/Q16437614	Q16437614
http://www.wikidata.org/entity/Q16437682	Q16437682
http://www.wikidata.org/entity/Q16437878	Q16437878
http://www.wikidata.org/entity/Q16438011	Q16438011
http://www.wikidata.org/entity/Q16445346	Q16445346
http://www.wikidata.org/entity/Q16446800	Q16446800
http://www.wikidata.org/entity/Q16408412	Maire Sakson
http://www.wikidata.org/entity/Q16408424	Lili Sapar
http://www.wikidata.org/entity/Q16432099	Svetlana Ferkho
http://www.wikidata.org/entity/Q16432493	Anna Avenirova
http://www.wikidata.org/entity/Q16435422	Galīna Shalghymbaeva
http://www.wikidata.org/entity/Q16435608	Sholpan Ayupova
http://www.wikidata.org/entity/Q16436500	Maria Vasyagina
http://www.wikidata.org/entity/Q16437645	Aygül Amanbekova
http://www.wikidata.org/entity/Q16438096	Qorlan Zhanpeyisova
http://www.wikidata.org/entity/Q16438861	Ruth Barnich
http://www.wikidata.org/entity/Q16445870	Birutė Galinienė
http://www.wikidata.org/entity/Q16446248	Bronė Laureckienė
http://www.wikidata.org/entity/Q16415806	Aida Şahbazova
http://www.wikidata.org/entity/Q16434830	Ingkär Birimzhanova
http://www.wikidata.org/entity/Q16435623	Külzhanat Bolatbaeva
http://www.wikidata.org/entity/Q16437588	Ekaterina Bolshakova
http://www.wikidata.org/entity/Q16437990	Yekaterina Ankinovich
http://www.wikidata.org/entity/Q16408163	Anu Kannike
http://www.wikidata.org/entity/Q16408045	Marje Josing
http://www.wikidata.org/entity/Q16408186	Kadri Pärtel
http://www.wikidata.org/entity/Q16408376	Ellu Saar
http://www.wikidata.org/entity/Q16427423	Steinunn Kristjánsdóttir
http://www.wikidata.org/entity/Q16432211	Ėl'vīra Saghyndyqova
http://www.wikidata.org/entity/Q16436147	Läzzat Arūova
http://www.wikidata.org/entity/Q16444862	Aurelija Maksvytienė
http://www.wikidata.org/entity/Q16446814	Daina Kazimira Galvydytė
http://www.wikidata.org/entity/Q16408117	Mare Pork
http://www.wikidata.org/entity/Q16408318	Helgi-Annika Reisenbuk
http://www.wikidata.org/entity/Q16408511	Aino Tamm
http://www.wikidata.org/entity/Q16418533	Ziya Hacızadə
http://www.wikidata.org/entity/Q16425456	Sigríður Benediktsdóttir
http://www.wikidata.org/entity/Q16434978	Valentina Stepanovna Kornilova
http://www.wikidata.org/entity/Q16435601	Gülzhan Zhanälīeva
http://www.wikidata.org/entity/Q16435919	Laūra Äbdildīna
http://www.wikidata.org/entity/Q16436114	Lyudmila Krylova
http://www.wikidata.org/entity/Q16436396	Ayaröz Eleshova
http://www.wikidata.org/entity/Q16439855	Mady Molitor
http://www.wikidata.org/entity/Q16407956	Aet Hirvesoo-Hautamäki
http://www.wikidata.org/entity/Q16408347	Ave Roots
http://www.wikidata.org/entity/Q16408550	Eva Toulouze
http://www.wikidata.org/entity/Q16413858	Nilufər Sultanova
http://www.wikidata.org/entity/Q16416331	Aytən Əfəndiyeva
http://www.wikidata.org/entity/Q16436483	Margarīta Ömirbekova
http://www.wikidata.org/entity/Q16437648	Ayman Shaldybaeva
http://www.wikidata.org/entity/Q16438127	Maria Omarova
http://www.wikidata.org/entity/Q16443204	Alfreda Tamoševičienė
http://www.wikidata.org/entity/Q16444709	Audronė Galvonaitė
http://www.wikidata.org/entity/Q16446890	Dalia Janušauskienė
http://www.wikidata.org/entity/Q16408204	Kadri Põldmaa
http://www.wikidata.org/entity/Q16439067	Marie-Josée Deutsch
http://www.wikidata.org/entity/Q16443019	Aldona Lučinskienė
http://www.wikidata.org/entity/Q16444911	Aušrelė Pukinskienė
http://www.wikidata.org/entity/Q16446253	Bronė Tautavičienė
http://www.wikidata.org/entity/Q16416239	Roza Arazova
http://www.wikidata.org/entity/Q16416886	Solmaz Məhərrəmova
http://www.wikidata.org/entity/Q16436511	Älīya Ekibaeva
http://www.wikidata.org/entity/Q16436402	Raykhan Egeūbaeva
http://www.wikidata.org/entity/Q16437939	Klavdia Volkova
http://www.wikidata.org/entity/Q16438094	Taissiya Savchenko
http://www.wikidata.org/entity/Q16439600	Elisabeth Krecké
http://www.wikidata.org/entity/Q16440319	Angelina Whalley
http://www.wikidata.org/entity/Q16446884	Dalia Bernatonytė
http://www.wikidata.org/entity/Q16416091	Elmira Rəsulova
http://www.wikidata.org/entity/Q16433185	Ol'ga Äbeūova
http://www.wikidata.org/entity/Q16434341	Mariya Bykova
http://www.wikidata.org/entity/Q16437449	Aleksandra Zayceva
http://www.wikidata.org/entity/Q16437857	Ulbosyn Zhanpeyisova
http://www.wikidata.org/entity/Q16408329	Sinaiida Riives
http://www.wikidata.org/entity/Q16408015	Maret Pank
http://www.wikidata.org/entity/Q16408177	Maret Kark
http://www.wikidata.org/entity/Q16408302	Ele Reiljan
http://www.wikidata.org/entity/Q16408398	Leili Saarse
http://www.wikidata.org/entity/Q16450405	Q16450405
http://www.wikidata.org/entity/Q16453079	Q16453079
http://www.wikidata.org/entity/Q16453993	Q16453993
http://www.wikidata.org/entity/Q16457036	Q16457036
http://www.wikidata.org/entity/Q16465355	Q16465355
http://www.wikidata.org/entity/Q16475933	Q16475933
http://www.wikidata.org/entity/Q16475938	Q16475938
http://www.wikidata.org/entity/Q16475936	Q16475936
http://www.wikidata.org/entity/Q16475937	Q16475937
http://www.wikidata.org/entity/Q16475944	Q16475944
http://www.wikidata.org/entity/Q16514924	Q16514924
http://www.wikidata.org/entity/Q16514960	Q16514960
http://www.wikidata.org/entity/Q16521559	Q16521559
http://www.wikidata.org/entity/Q16523688	Q16523688
http://www.wikidata.org/entity/Q16453039	Irina Kliopova
http://www.wikidata.org/entity/Q16459256	Liucija Sereikaitė-Juozonienė
http://www.wikidata.org/entity/Q16459826	Marija Natkevičaitė-Ivanauskienė
http://www.wikidata.org/entity/Q16467826	Ona Simanavičienė
http://www.wikidata.org/entity/Q16467829	Ona Voverienė
http://www.wikidata.org/entity/Q16476307	Vilma Šakienė
http://www.wikidata.org/entity/Q16491957	Diana Wang
http://www.wikidata.org/entity/Q16518259	Luz Castro Pena
http://www.wikidata.org/entity/Q16520929	Katalin Ferber
http://www.wikidata.org/entity/Q16522600	Leila Rásonyi
http://www.wikidata.org/entity/Q16450285	Eglė Griciuvienė
http://www.wikidata.org/entity/Q16452940	Ingrida Mazaliauskienė
http://www.wikidata.org/entity/Q16453398	Joana Lipeikienė
http://www.wikidata.org/entity/Q16467815	Ona Ditkevičienė
http://www.wikidata.org/entity/Q16470951	Regina Petrokienė
http://www.wikidata.org/entity/Q16474615	Uršulė Čapienė
http://www.wikidata.org/entity/Q16477485	Zita Bandzaitienė
http://www.wikidata.org/entity/Q16502056	Ulla Bielke
http://www.wikidata.org/entity/Q16517633	Rita Balogh
http://www.wikidata.org/entity/Q16454447	Jurga Motiejūnaitė
http://www.wikidata.org/entity/Q16450552	Eugenija Butėnienė
http://www.wikidata.org/entity/Q16452977	Irena Balčiūnienė
http://www.wikidata.org/entity/Q16453371	Jelena Čeremnych-Aleksejenko
http://www.wikidata.org/entity/Q16459829	Marija Regina Buračienė
http://www.wikidata.org/entity/Q16464064	Marytė Gudonytė
http://www.wikidata.org/entity/Q16470773	Rasa Baškienė
http://www.wikidata.org/entity/Q16476694	Vitalija Kliukienė
http://www.wikidata.org/entity/Q16511911	Julie Dickson
http://www.wikidata.org/entity/Q16493671	Laura Fuentes Belgrave
http://www.wikidata.org/entity/Q16504807	Karen Gedenk
http://www.wikidata.org/entity/Q16514921	Natalya Gromova
http://www.wikidata.org/entity/Q16517714	Ilona Barkóczi
http://www.wikidata.org/entity/Q16452038	Gražina Miniotaitė
http://www.wikidata.org/entity/Q16453016	Irena Sedleckaitė
http://www.wikidata.org/entity/Q16458590	Lidija Laškova
http://www.wikidata.org/entity/Q16472093	Saulė Urbanavičienė
http://www.wikidata.org/entity/Q16476607	Virginija Kavaliauskienė
http://www.wikidata.org/entity/Q16514839	Carole Vance
http://www.wikidata.org/entity/Q16514911	Mariya Vlasova
http://www.wikidata.org/entity/Q16518480	Nidia Arrobo
http://www.wikidata.org/entity/Q16520254	Marianna Hajduska
http://www.wikidata.org/entity/Q16453455	Jolanta Liesienė
http://www.wikidata.org/entity/Q16459811	Marija Gudonienė
http://www.wikidata.org/entity/Q16471803	Rūta Česnulevičienė
http://www.wikidata.org/entity/Q16475317	Valentina Karatajūtė-Talimaa
http://www.wikidata.org/entity/Q16476304	Vilma Vaidogienė
http://www.wikidata.org/entity/Q16508840	Yvonne Ziegler
http://www.wikidata.org/entity/Q16518260	Anikó Báti
http://www.wikidata.org/entity/Q16522696	Éva Saáry
http://www.wikidata.org/entity/Q16490553	Anete Pereira Souza
http://www.wikidata.org/entity/Q16450557	Eugenija Ulčinaitė
http://www.wikidata.org/entity/Q16452993	Irena Kavoliūnaitė
http://www.wikidata.org/entity/Q16454605	Justina Kauneckienė
http://www.wikidata.org/entity/Q16459820	Marija Lukaitienė
http://www.wikidata.org/entity/Q16465730	Nijolė Anisimovienė
http://www.wikidata.org/entity/Q16470771	Rasa Ališauskienė
http://www.wikidata.org/entity/Q16472856	Sofija Jasaitienė
http://www.wikidata.org/entity/Q16489686	Amélia Hamburger
http://www.wikidata.org/entity/Q16490415	Andrea Paola
http://www.wikidata.org/entity/Q16494198	Olinda Celestino
http://www.wikidata.org/entity/Q16518205	Tatiana Korcová
http://www.wikidata.org/entity/Q16446994	Danutė Gailienė
http://www.wikidata.org/entity/Q16447005	Danutė Marčiulionienė
http://www.wikidata.org/entity/Q16450403	Elena Gineitienė
http://www.wikidata.org/entity/Q16457972	Laimutė Baluodė
http://www.wikidata.org/entity/Q16458415	Dorothy N. Gibson
http://www.wikidata.org/entity/Q16459250	Liucija Baškauskaitė
http://www.wikidata.org/entity/Q16470940	Regina Kernagienė
http://www.wikidata.org/entity/Q16476577	Violeta Simonavičienė
http://www.wikidata.org/entity/Q16514925	Tatyana Dzhakson
http://www.wikidata.org/entity/Q16515291	Evalyn Gates
http://www.wikidata.org/entity/Q16459281	Liudmila Barauskienė
http://www.wikidata.org/entity/Q16471842	Sabina Gecevičiūtė
http://www.wikidata.org/entity/Q16489962	Ana Kucinski
http://www.wikidata.org/entity/Q16516768	Cecilia Sarasola
http://www.wikidata.org/entity/Q16517697	Iratxe Esnaola Arribillaga
http://www.wikidata.org/entity/Q16520043	Lilly Hajdu
http://www.wikidata.org/entity/Q16521232	Kikuchi Ryōko
http://www.wikidata.org/entity/Q16452861	Ilona Vaškevičiūtė
http://www.wikidata.org/entity/Q16521023	Erzsébet Jeney Lám
http://www.wikidata.org/entity/Q16514931	Zh. A.  Zaĭonchkovskai͡a
http://www.wikidata.org/entity/Q16514973	O. S. Popova
http://www.wikidata.org/entity/Q16514919	T. V. Gori︠a︡cheva
http://www.wikidata.org/entity/Q16532345	Q16532345
http://www.wikidata.org/entity/Q16534354	Q16534354
http://www.wikidata.org/entity/Q16591341	Q16591341
http://www.wikidata.org/entity/Q16591373	Q16591373
http://www.wikidata.org/entity/Q16593731	Q16593731
http://www.wikidata.org/entity/Q16593931	Q16593931
http://www.wikidata.org/entity/Q16536551	Catherine Vanier
http://www.wikidata.org/entity/Q16526582	Ana Rodrigues
http://www.wikidata.org/entity/Q16523740	Gabriella Vukovich
http://www.wikidata.org/entity/Q16527130	Annie Marc
http://www.wikidata.org/entity/Q16529213	Anna Skrzek
http://www.wikidata.org/entity/Q16563325	Joanna Mikołajewska
http://www.wikidata.org/entity/Q16563345	Joanna Tumiłowicz
http://www.wikidata.org/entity/Q16595028	Drita_Statovci
http://www.wikidata.org/entity/Q16595872	Agnete Munch-Petersen
http://www.wikidata.org/entity/Q16596069	Asta Pellinen-Wannberg
http://www.wikidata.org/entity/Q16595953	Lina Nordquist
http://www.wikidata.org/entity/Q16525464	Agnès Helmstetter
http://www.wikidata.org/entity/Q16527878	Alina Myrcha
http://www.wikidata.org/entity/Q16546051	Danielle Laurencin
http://www.wikidata.org/entity/Q16560329	Irena Dąbkowska
http://www.wikidata.org/entity/Q16564962	Estela de Sousa e Silva
