item	article	label
http://www.wikidata.org/entity/Q20875694	https://ca.wikipedia.org/wiki/Centre_d%27Estudis_Riudomencs_Arnau_de_Palomar	Centre d'Estudis Riudomencs Arnau de Palomar
http://www.wikidata.org/entity/Q21002644	https://ca.wikipedia.org/wiki/Centre_Cultural_d%27Espanya_a_Malabo	Centre Cultural d'Espanya a Malabo
http://www.wikidata.org/entity/Q21045460	https://ca.wikipedia.org/wiki/Biblioteca_Econ%C3%B2mica_Carandell	Biblioteca Econòmica Carandell
http://www.wikidata.org/entity/Q20431133	https://ca.wikipedia.org/wiki/Biblioteca_Popular_Costa_i_Fornaguera	Antiga Biblioteca Popular Costa i Fornaguera
http://www.wikidata.org/entity/Q20107326	https://ca.wikipedia.org/wiki/Biblioteca_Municipal_L%27Ateneu	Biblioteca Municipal L'Ateneu
http://www.wikidata.org/entity/Q22661177	https://ca.wikipedia.org/wiki/Zenodo	Zenodo
http://www.wikidata.org/entity/Q20875698	https://ca.wikipedia.org/wiki/Centre_de_Documentaci%C3%B3_de_l%27Orfe%C3%B3_Catal%C3%A0	Centre de Documentació de l'Orfeó Català
http://www.wikidata.org/entity/Q1236267	https://ca.wikipedia.org/wiki/John_Rylands_Library	John Rylands Library
http://www.wikidata.org/entity/Q752099	https://ca.wikipedia.org/wiki/Sistema_de_Dades_Astrof%C3%ADsiques	Sistema de Dades Astrofísiques
http://www.wikidata.org/entity/Q5972440	https://ca.wikipedia.org/wiki/INSPIRE-HEP	INSPIRE-HEP
http://www.wikidata.org/entity/Q21077221	https://ca.wikipedia.org/wiki/Biblioteca_Municipal_de_la_Palma_de_Cervell%C3%B3	Biblioteca Municipal de la Palma de Cervelló
http://www.wikidata.org/entity/Q20985441	https://ca.wikipedia.org/wiki/Casa_de_la_Cultura_(les_Borges_Blanques)	Casa de la Cultura
http://www.wikidata.org/entity/Q20106513	https://ca.wikipedia.org/wiki/RECERCAT	RECERCAT
http://www.wikidata.org/entity/Q20100342	https://ca.wikipedia.org/wiki/Biblioteca_del_Campus_Universitari_de_Manresa	Biblioteca del Campus Universitari de Manresa
http://www.wikidata.org/entity/Q20103728	https://ca.wikipedia.org/wiki/Biblioteca_Hemeroteca_Municipal_de_Tarragona	Biblioteca Hemeroteca Municipal de Tarragona
http://www.wikidata.org/entity/Q5321515	https://ca.wikipedia.org/wiki/E-LIS	E-LIS
http://www.wikidata.org/entity/Q23308	https://ca.wikipedia.org/wiki/Biblioteca_Brit%C3%A0nica	Biblioteca Britànica
http://www.wikidata.org/entity/Q26709669	https://ca.wikipedia.org/wiki/Biblioteca_Bellvitge	Biblioteca Bellvitge
http://www.wikidata.org/entity/Q304037	https://ca.wikipedia.org/wiki/Biblioteca_Nacional_d%27%C3%80ustria	Biblioteca Nacional d'Àustria
http://www.wikidata.org/entity/Q21422344	https://ca.wikipedia.org/wiki/InterPlanetary_File_System	InterPlanetary File System
http://www.wikidata.org/entity/Q25421416	https://ca.wikipedia.org/wiki/Biblioteca_de_la_Universitat_de_Girona	Biblioteca de la Universitat de Girona
http://www.wikidata.org/entity/Q34220232	https://ca.wikipedia.org/wiki/Biblioteca_de_Les_Corts_Valencianes	Biblioteca de Les Corts Valencianes
