item	article	label
http://www.wikidata.org/entity/Q11906841	https://ca.wikipedia.org/wiki/Arxiu_del_Monestir_de_Santa_Maria_de_Vallbona_de_les_Monges	Arxiu del Monestir de Santa Maria de Vallbona de les Monges
http://www.wikidata.org/entity/Q17156935	https://ca.wikipedia.org/wiki/Arxiu_Comarcal_de_l%27Anoia	Arxiu Comarcal de l'Anoia
http://www.wikidata.org/entity/Q11906807	https://ca.wikipedia.org/wiki/Arxiu_Comarcal_del_Priorat	Arxiu Comarcal del Priorat
http://www.wikidata.org/entity/Q7072641	https://ca.wikipedia.org/wiki/Open_Language_Archives_Community	Open Language Archives Community
http://www.wikidata.org/entity/Q11906843	https://ca.wikipedia.org/wiki/Arxiu_i_Biblioteca_Episcopal_de_Vic	Arxiu i Biblioteca Episcopal de Vic
http://www.wikidata.org/entity/Q2860534	https://ca.wikipedia.org/wiki/Arxiu_General_de_la_Naci%C3%B3_(M%C3%A8xic)	Arxiu General de la Nació
http://www.wikidata.org/entity/Q15730482	https://ca.wikipedia.org/wiki/Arxiu_d%27Etnografia_i_Folklore_de_Catalunya	Arxiu d'Etnografia i Folklore de Catalunya
http://www.wikidata.org/entity/Q2860533	https://ca.wikipedia.org/wiki/Arxius_Generals_de_l%27Estat	Arxius Generals de l'Estat
http://www.wikidata.org/entity/Q11906811	https://ca.wikipedia.org/wiki/Arxiu_Fotogr%C3%A0fic_de_Barcelona	Arxiu Fotogràfic de Barcelona
http://www.wikidata.org/entity/Q2860546	https://ca.wikipedia.org/wiki/Arxiu_Nacional_del_Brasil	Arxiu Nacional de Brasil
http://www.wikidata.org/entity/Q2860547	https://ca.wikipedia.org/wiki/Arxius_Nacionals_d%27Irlanda	Arxius Nacionals d'Irlanda
http://www.wikidata.org/entity/Q7187928	https://ca.wikipedia.org/wiki/Fototeca_de_Ciutat_de_Luxemburg	Fototeca de Ciutat de Luxemburg
http://www.wikidata.org/entity/Q16003642	https://ca.wikipedia.org/wiki/Biblioteca_del_Pavell%C3%B3_de_la_Rep%C3%BAblica	Biblioteca del Pavelló de la República
http://www.wikidata.org/entity/Q7541534	https://ca.wikipedia.org/wiki/Arxiu_Nacional_Eslovac	Arxiu Nacional Eslovac
http://www.wikidata.org/entity/Q6970429	https://ca.wikipedia.org/wiki/Arxiu_Nacional_de_Xile	Arxiu Nacional de Xile
http://www.wikidata.org/entity/Q15690180	https://ca.wikipedia.org/wiki/Fototeca_de_la_Diputaci%C3%B3_Provincial_d%27Osca	Fototeca de la Diputació Provincial d'Osca
http://www.wikidata.org/entity/Q15709418	https://ca.wikipedia.org/wiki/Arxiu_Capitular_de_Mallorca	Arxiu Capitular de Mallorca
http://www.wikidata.org/entity/Q19900525	https://ca.wikipedia.org/wiki/Arxiu_Municipal_de_Sueca	Arxiu Municipal de Sueca
http://www.wikidata.org/entity/Q19830820	https://ca.wikipedia.org/wiki/Arxiu_d%27Hist%C3%B2ria_de_Castellar_del_Vall%C3%A8s	Arxiu d'Història de Castellar del Vallès
http://www.wikidata.org/entity/Q20104430	https://ca.wikipedia.org/wiki/Arxiu_Municipal_de_Cardona	Arxiu Municipal de Cardona
http://www.wikidata.org/entity/Q21085910	https://ca.wikipedia.org/wiki/Arxiu_Municipal_de_Creixell	Arxiu Municipal de Creixell
http://www.wikidata.org/entity/Q24084568	https://ca.wikipedia.org/wiki/Arxiu_Municipal_del_Masnou	Arxiu Municipal del Masnou
http://www.wikidata.org/entity/Q20103879	https://ca.wikipedia.org/wiki/Arxiu_Municipal_de_Roses	Arxiu Municipal de Roses
http://www.wikidata.org/entity/Q56400411	https://ca.wikipedia.org/wiki/Arxiu_Hist%C3%B2ric_Municipal_d%27Olesa_de_Montserrat	Arxiu Històric Municipal d'Olesa de Montserrat
http://www.wikidata.org/entity/Q21038137	https://ca.wikipedia.org/wiki/Arxiu_Capitular_d%27Urgell	Arxiu Capitular d'Urgell
http://www.wikidata.org/entity/Q20102702	https://ca.wikipedia.org/wiki/Arxiu_Comarcal_de_l%27Alta_Ribagor%C3%A7a	Arxiu Comarcal de l'Alta Ribagorça
http://www.wikidata.org/entity/Q20103122	https://ca.wikipedia.org/wiki/Arxiu_Comarcal_del_Baix_Empord%C3%A0	Arxiu Comarcal del Baix Empordà
http://www.wikidata.org/entity/Q20105802	https://ca.wikipedia.org/wiki/Arxiu_digital_de_Canovelles	Arxiu digital de Canovelles
http://www.wikidata.org/entity/Q20108157	https://ca.wikipedia.org/wiki/Arxiu_Gav%C3%ADn._Centre_de_Documentaci%C3%B3_de_Cultura_Popular_i_Religiosa_de_Catalunya	Arxiu Gavín. Centre de Documentació de Cultura Popular i Religiosa de Catalunya
http://www.wikidata.org/entity/Q11906832	https://ca.wikipedia.org/wiki/Arxiu_Parroquial_d%27Olesa_de_Montserrat	Arxiu Parroquial d'Olesa de Montserrat
