item	itemLabel	enarticle
http://www.wikidata.org/entity/Q5364791	Ellen Cohn	https://en.wikipedia.org/wiki/Ellen_Cohn
http://www.wikidata.org/entity/Q5364975	Ellen Pence	https://en.wikipedia.org/wiki/Ellen_Pence
http://www.wikidata.org/entity/Q5367044	Elodie Ghedin	https://en.wikipedia.org/wiki/Elodie_Ghedin
http://www.wikidata.org/entity/Q5372895	Emma Lucy Braun	https://en.wikipedia.org/wiki/Emma_Lucy_Braun
http://www.wikidata.org/entity/Q5363512	Elizabeth Sinclair	https://en.wikipedia.org/wiki/Elizabeth_Sinclair
http://www.wikidata.org/entity/Q5365071	Ellen Wright Blackwell	https://en.wikipedia.org/wiki/Ellen_Blackwell
http://www.wikidata.org/entity/Q5363254	Elizabeth Mynatt	https://en.wikipedia.org/wiki/Elizabeth_Mynatt
http://www.wikidata.org/entity/Q5364876	Ellen Heber-Katz	https://en.wikipedia.org/wiki/Ellen_Heber-Katz
http://www.wikidata.org/entity/Q5364965	Ellen P. Reese	https://en.wikipedia.org/wiki/Ellen_P._Reese
http://www.wikidata.org/entity/Q5365214	Ellery Akers	https://en.wikipedia.org/wiki/Ellery_Akers
http://www.wikidata.org/entity/Q5367420	Elsa M. Garmire	https://en.wikipedia.org/wiki/Elsa_M._Garmire
http://www.wikidata.org/entity/Q5368971	Eman Ghoneim	https://en.wikipedia.org/wiki/Eman_Ghoneim
http://www.wikidata.org/entity/Q5372087	Emily Bushnell	https://en.wikipedia.org/wiki/Emily_Bushnell
http://www.wikidata.org/entity/Q5372851	Emma Hwang	https://en.wikipedia.org/wiki/Emma_Hwang
http://www.wikidata.org/entity/Q5363421	Elizabeth Rhoades	https://en.wikipedia.org/wiki/Elizabeth_Rhoades
http://www.wikidata.org/entity/Q5363667	Elizabeth Vandiver	https://en.wikipedia.org/wiki/Elizabeth_Vandiver
http://www.wikidata.org/entity/Q5364827	Ellen Faull	https://en.wikipedia.org/wiki/Ellen_Faull
http://www.wikidata.org/entity/Q5364941	Ellen McCulloch	https://en.wikipedia.org/wiki/Ellen_McCulloch
http://www.wikidata.org/entity/Q5365042	Ellen Ullman	https://en.wikipedia.org/wiki/Ellen_Ullman
http://www.wikidata.org/entity/Q5367580	Elsie Elizabeth Esterhuysen	https://en.wikipedia.org/wiki/Elsie_Elizabeth_Esterhuysen
http://www.wikidata.org/entity/Q5370383	Emer Jones	https://en.wikipedia.org/wiki/Emer_Jones
http://www.wikidata.org/entity/Q5372155	Emily Elizabeth Carpenter	https://en.wikipedia.org/wiki/Emily_Elizabeth_Carpenter
http://www.wikidata.org/entity/Q5372429	Emily Wilson	https://en.wikipedia.org/wiki/Emily_Wilson_(classicist)
http://www.wikidata.org/entity/Q5363207	Elizabeth Mertz	https://en.wikipedia.org/wiki/Elizabeth_Mertz
http://www.wikidata.org/entity/Q5363396	Elizabeth R. Austin	https://en.wikipedia.org/wiki/Elizabeth_R._Austin
http://www.wikidata.org/entity/Q5363541	Elizabeth Spillius	https://en.wikipedia.org/wiki/Elizabeth_Spillius
http://www.wikidata.org/entity/Q5363702	Elizabeth Wayland Barber	https://en.wikipedia.org/wiki/Elizabeth_Wayland_Barber
http://www.wikidata.org/entity/Q5363760	Elizabeth Wright Hubbard	https://en.wikipedia.org/wiki/Elizabeth_Wright_Hubbard
http://www.wikidata.org/entity/Q5364496	Ella Freeman Sharpe	https://en.wikipedia.org/wiki/Ella_Freeman_Sharpe
http://www.wikidata.org/entity/Q5367454	Elsa van Dien	https://en.wikipedia.org/wiki/Elsa_van_Dien
http://www.wikidata.org/entity/Q5367612	Elsie Mary Griffin	https://en.wikipedia.org/wiki/Elsie_Mary_Griffin
http://www.wikidata.org/entity/Q5367928	Lauren Slater	https://en.wikipedia.org/wiki/Lauren_Slater
http://www.wikidata.org/entity/Q5368721	Elżbieta Pleszczyńska	https://en.wikipedia.org/wiki/El%C5%BCbieta_Pleszczy%C5%84ska
http://www.wikidata.org/entity/Q5372190	Emily H. Vokes	https://en.wikipedia.org/wiki/Emily_H._Vokes
http://www.wikidata.org/entity/Q5372228	Emily James Smith Putnam	https://en.wikipedia.org/wiki/Emily_James_Smith_Putnam
http://www.wikidata.org/entity/Q5372888	Emma Lomax	https://en.wikipedia.org/wiki/Emma_Lomax
http://www.wikidata.org/entity/Q5372279	Emily Martin	https://en.wikipedia.org/wiki/Emily_Martin_(anthropologist)
http://www.wikidata.org/entity/Q5363347	Elizabeth Philp	https://en.wikipedia.org/wiki/Elizabeth_Philp
http://www.wikidata.org/entity/Q5363382	Elizabeth Price Foley	https://en.wikipedia.org/wiki/Elizabeth_Price_Foley
http://www.wikidata.org/entity/Q5365024	Ellen R. Stofan	https://en.wikipedia.org/wiki/Ellen_Stofan
http://www.wikidata.org/entity/Q5365986	Ellis Rowan	https://en.wikipedia.org/wiki/Ellis_Rowan
http://www.wikidata.org/entity/Q5367084	Eloise Giblett	https://en.wikipedia.org/wiki/Eloise_Giblett
http://www.wikidata.org/entity/Q5367437	Elsa Salazar Cade	https://en.wikipedia.org/wiki/Elsa_Salazar_Cade
http://www.wikidata.org/entity/Q5372734	Emma Bell Miles	https://en.wikipedia.org/wiki/Emma_Bell_Miles
http://www.wikidata.org/entity/Q5372901	Emma Maria Macfarren	https://en.wikipedia.org/wiki/Emma_Maria_Macfarren
http://www.wikidata.org/entity/Q5387865	Erica Chenoweth	https://en.wikipedia.org/wiki/Erica_Chenoweth
http://www.wikidata.org/entity/Q5387883	Erica Hayden	https://en.wikipedia.org/wiki/Erica_America
http://www.wikidata.org/entity/Q5391179	Ana Maria Giulietti	https://en.wikipedia.org/wiki/Ana_Maria_Giulietti
http://www.wikidata.org/entity/Q5392488	Erminie Wheeler-Voegelin	https://en.wikipedia.org/wiki/Erminie_Wheeler-Voegelin
http://www.wikidata.org/entity/Q5401303	Esther Somerfeld-Ziskind	https://en.wikipedia.org/wiki/Esther_Somerfeld-Ziskind
http://www.wikidata.org/entity/Q5416370	Evelyn M. Witkin	https://en.wikipedia.org/wiki/Evelyn_M._Witkin
http://www.wikidata.org/entity/Q5416377	Evelyn Mary Rawlins	https://en.wikipedia.org/wiki/Evelyn_Mary_Rawlins
http://www.wikidata.org/entity/Q5416184	Eve Marder	https://en.wikipedia.org/wiki/Eve_Marder
http://www.wikidata.org/entity/Q5378861	Enid Charles	https://en.wikipedia.org/wiki/Enid_Charles
http://www.wikidata.org/entity/Q5378879	Enid MacRobbie	https://en.wikipedia.org/wiki/Enid_MacRobbie
http://www.wikidata.org/entity/Q5385281	Erdenechimeg Luvsannorov	https://en.wikipedia.org/wiki/Luvsannorovyn_Erdenechimeg
http://www.wikidata.org/entity/Q5392045	Suzanne Mary Prober	https://en.wikipedia.org/wiki/Suzanne_Mary_Prober
http://www.wikidata.org/entity/Q5396310	Erynn Marshall	https://en.wikipedia.org/wiki/Erynn_Marshall
http://www.wikidata.org/entity/Q5398522	Esmeralda Athanasiu-Gardeev	https://en.wikipedia.org/wiki/Esmeralda_Athanasiu-Gardeev
http://www.wikidata.org/entity/Q5400856	Estefania Aldaba-Lim	https://en.wikipedia.org/wiki/Estefania_Aldaba-Lim
http://www.wikidata.org/entity/Q5400909	Estella Leopold	https://en.wikipedia.org/wiki/Estella_Leopold
http://www.wikidata.org/entity/Q5403199	Ethel Ronzoni Bishop	https://en.wikipedia.org/wiki/Ethel_Ronzoni_Bishop
http://www.wikidata.org/entity/Q5408709	Eula Bingham	https://en.wikipedia.org/wiki/Eula_Bingham
http://www.wikidata.org/entity/Q5415028	Eva Cox	https://en.wikipedia.org/wiki/Eva_Cox
http://www.wikidata.org/entity/Q5415047	Eva Fogelman	https://en.wikipedia.org/wiki/Eva_Fogelman
http://www.wikidata.org/entity/Q5415079	Eva Jablonka	https://en.wikipedia.org/wiki/Eva_Jablonka
http://www.wikidata.org/entity/Q5415102	Eva Lomnicka	https://en.wikipedia.org/wiki/Eva_Lomnicka
http://www.wikidata.org/entity/Q5389166	Erin K. O'Shea	https://en.wikipedia.org/wiki/Erin_K._O%27Shea
http://www.wikidata.org/entity/Q5395639	Lily May Perry	https://en.wikipedia.org/wiki/Lily_May_Perry
http://www.wikidata.org/entity/Q5401313	Esther Thelen	https://en.wikipedia.org/wiki/Esther_Thelen
http://www.wikidata.org/entity/Q5402322	Eszter Hargittai	https://en.wikipedia.org/wiki/Eszter_Hargittai
http://www.wikidata.org/entity/Q5407905	Eugenia Kalnay	https://en.wikipedia.org/wiki/Eugenia_Kalnay
http://www.wikidata.org/entity/Q5415042	Eva Feldman	https://en.wikipedia.org/wiki/Eva_Feldman
http://www.wikidata.org/entity/Q5416211	Eve de Castro-Robinson	https://en.wikipedia.org/wiki/Eve_de_Castro-Robinson
http://www.wikidata.org/entity/Q5416351	Evelyn J. Fields	https://en.wikipedia.org/wiki/Evelyn_J._Fields
http://www.wikidata.org/entity/Q5373430	Emmeline Mary Dogherty Woolley	https://en.wikipedia.org/wiki/Emmeline_Mary_Dogherty_Woolley
http://www.wikidata.org/entity/Q5376727	Eneida A. Mendonça	https://en.wikipedia.org/wiki/Eneida_A._Mendon%C3%A7a
http://www.wikidata.org/entity/Q5378859	Enid Campbell	https://en.wikipedia.org/wiki/Enid_Campbell
http://www.wikidata.org/entity/Q5387860	Erica Brown	https://en.wikipedia.org/wiki/Erica_Brown
http://www.wikidata.org/entity/Q5387896	Erica Larson	https://en.wikipedia.org/wiki/Erica_Larson
http://www.wikidata.org/entity/Q5389006	Erika Radermacher	https://en.wikipedia.org/wiki/Erika_Radermacher
http://www.wikidata.org/entity/Q5392573	Erna Gunther	https://en.wikipedia.org/wiki/Erna_Gunther
http://www.wikidata.org/entity/Q5398241	Alice Belle Northrop	https://en.wikipedia.org/wiki/Alice_Rich_Northrop
http://www.wikidata.org/entity/Q5400940	Estelle Lazer	https://en.wikipedia.org/wiki/Estelle_Lazer
http://www.wikidata.org/entity/Q5403264	Etheldred Benett	https://en.wikipedia.org/wiki/Etheldred_Benett
http://www.wikidata.org/entity/Q5407910	Eugenia Mantelli	https://en.wikipedia.org/wiki/Eugenia_Mantelli
http://www.wikidata.org/entity/Q5418839	Ewa Klonowski	https://en.wikipedia.org/wiki/Ewa_Klonowski
http://www.wikidata.org/entity/Q5427882	Fabiola León-Velarde	https://en.wikipedia.org/wiki/Fabiola_Le%C3%B3n-Velarde
http://www.wikidata.org/entity/Q5431181	Faith Esham	https://en.wikipedia.org/wiki/Faith_Esham
http://www.wikidata.org/entity/Q5387881	Erica Groshen	https://en.wikipedia.org/wiki/Erica_Groshen
http://www.wikidata.org/entity/Q5387898	Erica McAlister	https://en.wikipedia.org/wiki/Erica_McAlister
http://www.wikidata.org/entity/Q5387905	Erica Muhl	https://en.wikipedia.org/wiki/Erica_Muhl
http://www.wikidata.org/entity/Q5388196	Ericka Huggins	https://en.wikipedia.org/wiki/Ericka_Huggins
http://www.wikidata.org/entity/Q5388962	Erika Fox	https://en.wikipedia.org/wiki/Erika_Fox
http://www.wikidata.org/entity/Q5392568	Erna Furman	https://en.wikipedia.org/wiki/Erna_Furman
http://www.wikidata.org/entity/Q5400941	Estelle Liebling	https://en.wikipedia.org/wiki/Estelle_Liebling
http://www.wikidata.org/entity/Q5401145	Esther Ballou	https://en.wikipedia.org/wiki/Esther_Ballou
http://www.wikidata.org/entity/Q5401259	Esther Newton	https://en.wikipedia.org/wiki/Esther_Newton
http://www.wikidata.org/entity/Q5373627	Emmy van Deurzen	https://en.wikipedia.org/wiki/Emmy_van_Deurzen
http://www.wikidata.org/entity/Q5379473	Enoé Uranga	https://en.wikipedia.org/wiki/Eno%C3%A9_Uranga
http://www.wikidata.org/entity/Q5387863	Erica Burman	https://en.wikipedia.org/wiki/Erica_Burman
http://www.wikidata.org/entity/Q5392494	Erminnie A. Smith	https://en.wikipedia.org/wiki/Erminnie_A._Smith
http://www.wikidata.org/entity/Q5400888	Leena Hämet-Ahti	https://en.wikipedia.org/wiki/Leena_H%C3%A4met-Ahti
http://www.wikidata.org/entity/Q5403062	Ethel Alpenfels	https://en.wikipedia.org/wiki/Ethel_Alpenfels
http://www.wikidata.org/entity/Q5403213	Ethel Shakespear	https://en.wikipedia.org/wiki/Ethel_Shakespear
http://www.wikidata.org/entity/Q5405549	Linda Fierz-David	https://en.wikipedia.org/wiki/Linda_Fierz-David
http://www.wikidata.org/entity/Q5406660	Mónica Cosachov	https://en.wikipedia.org/wiki/M%C3%B3nica_Cosachov
http://www.wikidata.org/entity/Q5410328	Euphemia Haynes	https://en.wikipedia.org/wiki/Euphemia_Haynes
http://www.wikidata.org/entity/Q5415063	Eva Harris	https://en.wikipedia.org/wiki/Eva_Harris
http://www.wikidata.org/entity/Q5424057	F. Tennyson Jesse	https://en.wikipedia.org/wiki/F._Tennyson_Jesse
http://www.wikidata.org/entity/Q5429736	Faina Petryakova	https://en.wikipedia.org/wiki/Faina_Petryakova
http://www.wikidata.org/entity/Q5431219	Faith Popcorn	https://en.wikipedia.org/wiki/Faith_Popcorn
http://www.wikidata.org/entity/Q5387879	Erica Flapan	https://en.wikipedia.org/wiki/Erica_Flapan
http://www.wikidata.org/entity/Q5394068	Ernesta Drinker Ballard	https://en.wikipedia.org/wiki/Ernesta_Drinker_Ballard
http://www.wikidata.org/entity/Q5403153	Ethel M. Elderton	https://en.wikipedia.org/wiki/Ethel_M._Elderton
http://www.wikidata.org/entity/Q5416450	Evelyn Stokes	https://en.wikipedia.org/wiki/Evelyn_Stokes
http://www.wikidata.org/entity/Q5384033	Epsy Campbell Barr	https://en.wikipedia.org/wiki/Epsy_Campbell_Barr
http://www.wikidata.org/entity/Q5387854	Erica Azim	https://en.wikipedia.org/wiki/Erica_Azim
http://www.wikidata.org/entity/Q5387882	Erica Grow	https://en.wikipedia.org/wiki/Erica_Grow
http://www.wikidata.org/entity/Q5397741	Ruth Bishop	https://en.wikipedia.org/wiki/Ruth_Bishop
http://www.wikidata.org/entity/Q5398352	Eslanda Goode Robeson	https://en.wikipedia.org/wiki/Eslanda_Goode_Robeson
http://www.wikidata.org/entity/Q5403125	Ethel Glenn Hier	https://en.wikipedia.org/wiki/Ethel_Glenn_Hier
http://www.wikidata.org/entity/Q5407913	Eugenia Mandal	https://en.wikipedia.org/wiki/Eugenia_Mandal
http://www.wikidata.org/entity/Q5407930	Eugenia Wang	https://en.wikipedia.org/wiki/Eugenia_Wang
http://www.wikidata.org/entity/Q5415065	Eva Hajičová	https://en.wikipedia.org/wiki/Eva_Haji%C4%8Dov%C3%A1
http://www.wikidata.org/entity/Q5415147	Eva Philbin	https://en.wikipedia.org/wiki/Eva_Philbin
http://www.wikidata.org/entity/Q5415782	Evangelina Villegas	https://en.wikipedia.org/wiki/Evangelina_Villegas
http://www.wikidata.org/entity/Q5429284	Fadwa El Guindi	https://en.wikipedia.org/wiki/Fadwa_El_Guindi
http://www.wikidata.org/entity/Q5434007	Fanny Arthur Robinson	https://en.wikipedia.org/wiki/Fanny_Arthur_Robinson
http://www.wikidata.org/entity/Q5478708	Frances Hellman	https://en.wikipedia.org/wiki/Frances_Hellman
http://www.wikidata.org/entity/Q5478740	Frances J. White	https://en.wikipedia.org/wiki/Frances_J._White
http://www.wikidata.org/entity/Q5478968	Frances Smith Strickland	https://en.wikipedia.org/wiki/Frances_Strickland
http://www.wikidata.org/entity/Q5484395	Summer Pitt	https://en.wikipedia.org/wiki/Summer_Pitt
http://www.wikidata.org/entity/Q5517084	Gail Goodman	https://en.wikipedia.org/wiki/Gail_Goodman
http://www.wikidata.org/entity/Q5438207	Márta Kurtág	https://en.wikipedia.org/wiki/M%C3%A1rta_Kurt%C3%A1g
http://www.wikidata.org/entity/Q5435383	Farkhonda Hassan	https://en.wikipedia.org/wiki/Farkhonda_Hassan
http://www.wikidata.org/entity/Q5451098	Fiona Powrie	https://en.wikipedia.org/wiki/Fiona_Powrie
http://www.wikidata.org/entity/Q5460695	Florence Mahoney	https://en.wikipedia.org/wiki/Florence_Mahoney
http://www.wikidata.org/entity/Q5478694	Frances Hamerstrom	https://en.wikipedia.org/wiki/Frances_Hamerstrom
http://www.wikidata.org/entity/Q5478896	Frances Perry	https://en.wikipedia.org/wiki/Frances_Perry
http://www.wikidata.org/entity/Q5478908	Frances Raday	https://en.wikipedia.org/wiki/Frances_Raday
http://www.wikidata.org/entity/Q5493509	Françoise Tisseur	https://en.wikipedia.org/wiki/Fran%C3%A7oise_Tisseur
http://www.wikidata.org/entity/Q5516034	Gabriella Cecchi	https://en.wikipedia.org/wiki/Gabriella_Cecchi
http://www.wikidata.org/entity/Q5517169	Gail Trimble	https://en.wikipedia.org/wiki/Gail_Trimble
http://www.wikidata.org/entity/Q5438912	Fay Gale	https://en.wikipedia.org/wiki/Fay_Gale
http://www.wikidata.org/entity/Q5441728	Felicia Weathers	https://en.wikipedia.org/wiki/Felicia_Weathers
http://www.wikidata.org/entity/Q5460713	Florence Meier Chase	https://en.wikipedia.org/wiki/Florence_Meier_Chase
http://www.wikidata.org/entity/Q5478772	Frances Kellor	https://en.wikipedia.org/wiki/Frances_Kellor
http://www.wikidata.org/entity/Q5496949	Fredell Lack	https://en.wikipedia.org/wiki/Fredell_Lack
http://www.wikidata.org/entity/Q5512344	G. M. Hirst	https://en.wikipedia.org/wiki/G._M._Hirst
http://www.wikidata.org/entity/Q5517054	Gail Carpenter	https://en.wikipedia.org/wiki/Gail_Carpenter
http://www.wikidata.org/entity/Q5517147	Gail Roberta Martin	https://en.wikipedia.org/wiki/Gail_R._Martin
http://www.wikidata.org/entity/Q5517174	Gail Wilensky	https://en.wikipedia.org/wiki/Gail_Wilensky
http://www.wikidata.org/entity/Q5478749	Frances James	https://en.wikipedia.org/wiki/Frances_James_(ecologist)
http://www.wikidata.org/entity/Q5437442	Fatemeh Ajorlou	https://en.wikipedia.org/wiki/Fatemeh_Ajorlou
http://www.wikidata.org/entity/Q5440946	Federica Sallusto	https://en.wikipedia.org/wiki/Federica_Sallusto
http://www.wikidata.org/entity/Q5444551	Fernanda Viégas	https://en.wikipedia.org/wiki/Fernanda_Vi%C3%A9gas
http://www.wikidata.org/entity/Q5478964	Frances Stewart	https://en.wikipedia.org/wiki/Frances_Stewart_(economist)
http://www.wikidata.org/entity/Q5445619	Feryal Özel	https://en.wikipedia.org/wiki/Feryal_%C3%96zel
http://www.wikidata.org/entity/Q5460565	Florence Bellows Baker	https://en.wikipedia.org/wiki/Florence_Bellows_Baker
http://www.wikidata.org/entity/Q5478265	France A. Córdova	https://en.wikipedia.org/wiki/France_A._C%C3%B3rdova
http://www.wikidata.org/entity/Q5478321	France Winddance Twine	https://en.wikipedia.org/wiki/France_Winddance_Twine
http://www.wikidata.org/entity/Q5478504	Frances Ashcroft	https://en.wikipedia.org/wiki/Frances_Ashcroft
http://www.wikidata.org/entity/Q5506462	Mercedes Chaves Jaime	https://en.wikipedia.org/wiki/Mercedes_Chaves_Jaime
http://www.wikidata.org/entity/Q5506730	Frédérique Apffel-Marglin	https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9rique_Apffel-Marglin
http://www.wikidata.org/entity/Q5516051	Gabrielle A. Brenner	https://en.wikipedia.org/wiki/Gabrielle_A._Brenner
http://www.wikidata.org/entity/Q5517099	Gail Hornstein	https://en.wikipedia.org/wiki/Gail_Hornstein
http://www.wikidata.org/entity/Q5435286	Farideh Mostafavi	https://en.wikipedia.org/wiki/Farideh_Mostafavi_Khomeini
http://www.wikidata.org/entity/Q5451028	Fiona Brinkman	https://en.wikipedia.org/wiki/Fiona_Brinkman
http://www.wikidata.org/entity/Q5460568	Florence Birdwell	https://en.wikipedia.org/wiki/Florence_Birdwell
http://www.wikidata.org/entity/Q5479025	Frances Young	https://en.wikipedia.org/wiki/Frances_Young
http://www.wikidata.org/entity/Q5479071	Francesca Campana	https://en.wikipedia.org/wiki/Francesca_Campana
http://www.wikidata.org/entity/Q5479821	Cláudia Costin	https://en.wikipedia.org/wiki/Cl%C3%A1udia_Costin
http://www.wikidata.org/entity/Q5479859	Francine Patterson	https://en.wikipedia.org/wiki/Francine_Patterson
http://www.wikidata.org/entity/Q5493478	Françoise Ardré	https://en.wikipedia.org/wiki/Fran%C3%A7oise_Ardr%C3%A9
http://www.wikidata.org/entity/Q5517128	Gail Mellow	https://en.wikipedia.org/wiki/Gail_Mellow
http://www.wikidata.org/entity/Q5478839	Frances Mason	https://en.wikipedia.org/wiki/Frances_Mason
http://www.wikidata.org/entity/Q5437448	Fatemeh Javadi	https://en.wikipedia.org/wiki/Fatemeh_Javadi
http://www.wikidata.org/entity/Q5438977	Faye Ginsburg	https://en.wikipedia.org/wiki/Faye_Ginsburg
http://www.wikidata.org/entity/Q5437873	Fatimah Jackson	https://en.wikipedia.org/wiki/Fatimah_Jackson
http://www.wikidata.org/entity/Q5438835	Fawzia Fahim	https://en.wikipedia.org/wiki/Fawzia_Fahim
http://www.wikidata.org/entity/Q5478768	Frances K. Conley	https://en.wikipedia.org/wiki/Frances_K._Conley
http://www.wikidata.org/entity/Q5451083	Fiona McLaughlin	https://en.wikipedia.org/wiki/Fiona_McLaughlin
http://www.wikidata.org/entity/Q5493502	Françoise Minkowska	https://en.wikipedia.org/wiki/Fran%C3%A7oise_Minkowska
http://www.wikidata.org/entity/Q5460365	Flora Wambaugh Patterson	https://en.wikipedia.org/wiki/Flora_Wambaugh_Patterson
http://www.wikidata.org/entity/Q5460707	Florence Maude Ewart	https://en.wikipedia.org/wiki/Florence_Maude_Ewart
http://www.wikidata.org/entity/Q5460891	Florentina Mallá	https://en.wikipedia.org/wiki/Florentina_Mall%C3%A1
http://www.wikidata.org/entity/Q5478628	Frances Elliott Clark	https://en.wikipedia.org/wiki/Frances_Elliott_Clark
http://www.wikidata.org/entity/Q5478879	Frances Olsen	https://en.wikipedia.org/wiki/Frances_Olsen
http://www.wikidata.org/entity/Q5478883	Frances P. Ruane	https://en.wikipedia.org/wiki/Frances_P._Ruane
http://www.wikidata.org/entity/Q5479028	Frances Yeend	https://en.wikipedia.org/wiki/Frances_Yeend
http://www.wikidata.org/entity/Q5481071	Nancey Murphy	https://en.wikipedia.org/wiki/Nancey_Murphy
http://www.wikidata.org/entity/Q5516000	Gabriele C. Hegerl	https://en.wikipedia.org/wiki/Gabriele_C._Hegerl
http://www.wikidata.org/entity/Q5517075	Gail Furman	https://en.wikipedia.org/wiki/Gail_Furman
http://www.wikidata.org/entity/Q5517121	Gail M. Kelly	https://en.wikipedia.org/wiki/Gail_M._Kelly
http://www.wikidata.org/entity/Q5481305	Soejatmi Dransfield	https://en.wikipedia.org/wiki/Soejatmi_Dransfield
http://www.wikidata.org/entity/Q5435217	Fariba Fahroo	https://en.wikipedia.org/wiki/Fariba_Fahroo
http://www.wikidata.org/entity/Q5438909	Fay Dowker	https://en.wikipedia.org/wiki/Fay_Dowker
http://www.wikidata.org/entity/Q5438976	Faye Edgerton	https://en.wikipedia.org/wiki/Faye_Edgerton
http://www.wikidata.org/entity/Q5441726	Felicia Stoler	https://en.wikipedia.org/wiki/Felicia_Stoler
http://www.wikidata.org/entity/Q5460698	Florence Marie Mears	https://en.wikipedia.org/wiki/Florence_Marie_Mears
http://www.wikidata.org/entity/Q5460735	Florence Nightingale David	https://en.wikipedia.org/wiki/Florence_Nightingale_David
http://www.wikidata.org/entity/Q5474863	Judith S. Beck	https://en.wikipedia.org/wiki/Judith_S._Beck
http://www.wikidata.org/entity/Q5478696	Frances Hardcastle	https://en.wikipedia.org/wiki/Frances_Hardcastle
http://www.wikidata.org/entity/Q5479852	Francine Neago	https://en.wikipedia.org/wiki/Francine_Neago
http://www.wikidata.org/entity/Q5517141	Gail Omvedt	https://en.wikipedia.org/wiki/Gail_Omvedt
http://www.wikidata.org/entity/Q5434430	Fanya Montalvo	https://en.wikipedia.org/wiki/Fanya_Montalvo
http://www.wikidata.org/entity/Q5437443	Fatemeh Haghighatjoo	https://en.wikipedia.org/wiki/Fatemeh_Haghighatjoo
http://www.wikidata.org/entity/Q5438975	Faye Duchin	https://en.wikipedia.org/wiki/Faye_Duchin
http://www.wikidata.org/entity/Q5460898	Florentina Mosora	https://en.wikipedia.org/wiki/Florentina_Mosora
http://www.wikidata.org/entity/Q5530718	Gemma Humphries	https://en.wikipedia.org/wiki/Gemma_Humphries
http://www.wikidata.org/entity/Q5549793	Geraldine Seydoux	https://en.wikipedia.org/wiki/Geraldine_Seydoux
http://www.wikidata.org/entity/Q5553294	Gertrude Clarke	https://en.wikipedia.org/wiki/Gertrude_M._Clarke
http://www.wikidata.org/entity/Q5562882	Gina Keatley	https://en.wikipedia.org/wiki/Gina_Keatley
http://www.wikidata.org/entity/Q5565004	Gisèle Barreau	https://en.wikipedia.org/wiki/Gis%C3%A8le_Barreau
http://www.wikidata.org/entity/Q5571348	Gloria Conyers Hewitt	https://en.wikipedia.org/wiki/Gloria_Conyers_Hewitt
http://www.wikidata.org/entity/Q5571400	Gloria Jean Siebrecht	https://en.wikipedia.org/wiki/Gloria_Jean_Siebrecht
http://www.wikidata.org/entity/Q5590971	Grace Alele-Williams	https://en.wikipedia.org/wiki/Grace_Alele-Williams
http://www.wikidata.org/entity/Q5591329	Grace Olive Wiley	https://en.wikipedia.org/wiki/Grace_Olive_Wiley
http://www.wikidata.org/entity/Q5607729	Grete L. Bibring	https://en.wikipedia.org/wiki/Grete_L._Bibring
http://www.wikidata.org/entity/Q5619651	Guofang Wei	https://en.wikipedia.org/wiki/Guofang_Wei
http://www.wikidata.org/entity/Q5623852	Gwyneth Van Anden Walker	https://en.wikipedia.org/wiki/Gwyneth_Van_Anden_Walker
http://www.wikidata.org/entity/Q5562864	Gina G. Turrigiano	https://en.wikipedia.org/wiki/Gina_G._Turrigiano
http://www.wikidata.org/entity/Q5528541	Gay A. Bradshaw	https://en.wikipedia.org/wiki/Gay_A._Bradshaw
http://www.wikidata.org/entity/Q5529962	Geeta Rao Gupta	https://en.wikipedia.org/wiki/Geeta_Rao_Gupta
http://www.wikidata.org/entity/Q5533101	Geneviève Calame	https://en.wikipedia.org/wiki/Genevi%C3%A8ve_Calame
http://www.wikidata.org/entity/Q5548105	Georgiana Molloy	https://en.wikipedia.org/wiki/Georgiana_Molloy
http://www.wikidata.org/entity/Q5549737	Geraldine Dawson	https://en.wikipedia.org/wiki/Geraldine_Dawson
http://www.wikidata.org/entity/Q5550997	Germaine Joplin	https://en.wikipedia.org/wiki/Germaine_Joplin
http://www.wikidata.org/entity/Q5564922	Gisella Delle Grazie	https://en.wikipedia.org/wiki/Gisella_Delle_Grazie
http://www.wikidata.org/entity/Q5565024	Gita Gopinath	https://en.wikipedia.org/wiki/Gita_Gopinath
http://www.wikidata.org/entity/Q5591434	Graceanna Lewis	https://en.wikipedia.org/wiki/Graceanna_Lewis
http://www.wikidata.org/entity/Q5609837	Gro Gulden	https://en.wikipedia.org/wiki/Gro_Gulden
http://www.wikidata.org/entity/Q5623840	Gwyneth Boodoo	https://en.wikipedia.org/wiki/Gwyneth_Boodoo
http://www.wikidata.org/entity/Q5518666	Galina Kofman	https://en.wikipedia.org/wiki/Galina_Kofman
http://www.wikidata.org/entity/Q5528800	Gayle J. Fritz	https://en.wikipedia.org/wiki/Gayle_J._Fritz
http://www.wikidata.org/entity/Q5553411	Gertrude van den Bergh	https://en.wikipedia.org/wiki/Gertrude_van_den_Bergh
http://www.wikidata.org/entity/Q5562038	Hilda Molina	https://en.wikipedia.org/wiki/Hilda_Molina
http://www.wikidata.org/entity/Q5563624	Giovanna Bruna Baldacci	https://en.wikipedia.org/wiki/Giovanna_Bruna_Baldacci
http://www.wikidata.org/entity/Q5566387	Gladys Anslow	https://en.wikipedia.org/wiki/Gladys_Anslow
